customer_id,name,city,age,spending,product,purchase_date
124,Karan3349,Delhi,22,87783,Shoes,2024-11-21
125,Karan1863,Bangalore,60,63988,TV,2024-10-13
126,Amit2550,Kolkata,59,94955,Shoes,2024-10-14
127,Sumit3127,Pune,41,61404,Mobile,2024-05-08
128,Pooja3586,Chennai,23,81306,Laptop,2023-02-27
129,Vikram3940,Pune,56,70068,Watch,2024-11-03
130,Arjun3548,Bangalore,46,13554,Headphones,2023-07-24
131,Neha4769,Pune,53,87283,TV,2024-09-26
132,Riya2453,Mumbai,26,31460,Mobile,2024-05-25
133,Anjali2218,Mumbai,38,4224,Headphones,2023-02-27
134,Vikram4567,Kolkata,46,27350,Laptop,2023-11-05
135,Karan2375,Bangalore,36,95488,Shoes,2024-02-22
136,Karan4646,Pune,43,70605,Laptop,2023-05-17
137,Sumit2013,Chennai,52,14156,Tablet,2024-05-11
138,Amit4546,Pune,53,71006,TV,2023-12-24
139,Riya815,Mumbai,49,37948,Headphones,2024-04-20
140,Neha4478,Hyderabad,55,53078,Shoes,2024-08-03
141,Pooja4194,Hyderabad,54,12882,Watch,2024-03-25
142,Rahul2817,Mumbai,21,32863,Headphones,2023-11-01
143,Sumit3252,Bangalore,50,33930,TV,2023-11-16
144,Karan3721,Delhi,33,10303,Tablet,2023-03-14
145,Arjun799,Bangalore,57,99211,Shoes,2024-06-16
146,Arjun3137,Chennai,51,99873,Headphones,2023-10-06
147,Anjali2920,Chennai,23,91025,Laptop,2023-04-21
148,Anjali3468,Chennai,42,79535,Headphones,2024-09-26
149,Neha386,Pune,57,97763,Mobile,2024-05-07
150,Anjali2538,Pune,53,94880,TV,2023-11-22
151,Vikram2235,Delhi,24,49159,TV,2024-03-26
152,Riya4642,Delhi,35,89320,Tablet,2023-02-02
153,Pooja4921,Delhi,53,65578,Watch,2023-12-27
154,Arjun11,Hyderabad,25,50826,Tablet,2024-05-14
155,Riya1469,Chennai,59,16543,Mobile,2024-10-05
156,Arjun184,Chennai,23,68196,Tablet,2023-06-23
157,Arjun3288,Bangalore,21,32226,TV,2023-02-15
158,Pooja2267,Chennai,49,45681,Shoes,2024-03-06
159,Neha1478,Kolkata,32,52429,Shoes,2023-01-28
160,Anjali4219,Bangalore,41,43768,Shoes,2023-01-08
161,Neha3797,Pune,32,36117,Mobile,2023-04-09
162,Amit2551,Mumbai,25,30994,Watch,2024-05-06
163,Riya139,Hyderabad,26,25576,Headphones,2024-10-16
164,Amit2602,Chennai,57,25791,Headphones,2023-10-22
165,Pooja1811,Mumbai,33,28549,Shoes,2023-09-16
166,Karan3712,Bangalore,26,31768,Watch,2024-06-09
167,Rahul4712,Delhi,54,4856,Shoes,2024-04-14
168,Sumit4292,Mumbai,24,7513,Watch,2024-03-25
169,Karan226,Kolkata,19,54700,TV,2024-05-15
170,Karan3211,Delhi,58,31486,Mobile,2023-10-08
171,Pooja3134,Bangalore,46,64890,Mobile,2023-09-10
172,Rahul4394,Pune,24,90310,Shoes,2024-03-24
173,Pooja2750,Pune,20,66391,Shoes,2024-01-10
174,Pooja4808,Kolkata,53,50820,Mobile,2023-11-14
175,Pooja299,Pune,28,78309,Mobile,2023-12-16
176,Anjali3690,Bangalore,23,79295,TV,2024-03-01
177,Amit2363,Pune,42,84578,TV,2024-06-13
178,Riya1741,Mumbai,34,36460,Tablet,2023-02-14
179,Arjun599,Pune,27,8428,Shoes,2024-02-17
180,Anjali935,Pune,45,19840,Headphones,2024-05-24
181,Arjun3658,Mumbai,33,92599,Headphones,2024-09-04
182,Anjali1658,Kolkata,58,79163,Laptop,2023-07-27
183,Sumit3200,Mumbai,44,93375,Watch,2023-01-12
184,Vikram1408,Pune,50,34547,Tablet,2024-02-25
185,Pooja3875,Delhi,34,79895,Laptop,2024-03-04
186,Amit4100,Chennai,57,43948,Laptop,2023-11-26
187,Amit3293,Delhi,35,3230,Laptop,2023-02-06
188,Pooja603,Bangalore,51,36207,Headphones,2024-07-23
189,Rahul865,Bangalore,42,47663,TV,2024-02-15
190,Anjali4379,Hyderabad,35,50935,Shoes,2023-03-14
191,Anjali263,Pune,24,87088,Mobile,2024-07-10
192,Sumit3728,Mumbai,54,37370,Watch,2023-12-06
193,Vikram3439,Kolkata,47,57762,Shoes,2023-09-18
194,Vikram2064,Chennai,50,2239,Headphones,2024-11-15
195,Neha3364,Pune,41,92158,TV,2024-11-26
196,Riya2513,Mumbai,29,77028,Mobile,2024-08-21
197,Pooja3582,Bangalore,38,56583,Shoes,2023-12-14
198,Sumit2203,Mumbai,58,88366,Watch,2023-10-26
199,Arjun4830,Hyderabad,34,71564,Shoes,2023-06-25
200,Arjun323,Delhi,42,86931,Headphones,2024-04-04
201,Neha859,Kolkata,24,75450,Shoes,2024-05-20
202,Riya2450,Chennai,37,77429,Laptop,2023-06-21
203,Vikram3736,Chennai,32,55265,Mobile,2024-06-12
204,Vikram4599,Pune,58,49481,Shoes,2023-10-15
205,Vikram2247,Mumbai,29,43682,Mobile,2023-04-24
206,Sumit4886,Bangalore,51,43811,Laptop,2023-07-27
207,Neha315,Kolkata,25,70907,Laptop,2023-12-28
208,Vikram4724,Kolkata,36,67121,TV,2023-09-21
209,Rahul592,Kolkata,22,94653,Laptop,2023-10-18
210,Pooja4317,Kolkata,31,8777,Tablet,2023-11-30
211,Anjali3545,Chennai,47,5353,Shoes,2023-10-23
212,Arjun3482,Mumbai,22,16356,Headphones,2023-09-17
213,Rahul2221,Kolkata,27,9561,Shoes,2023-07-10
214,Pooja4032,Mumbai,30,10336,Tablet,2023-06-24
215,Neha2367,Bangalore,34,1975,TV,2023-08-05
216,Pooja4441,Hyderabad,28,35774,Headphones,2023-01-28
217,Anjali2365,Bangalore,36,60054,TV,2023-02-15
218,Anjali743,Hyderabad,38,67291,Tablet,2023-11-28
219,Sumit4668,Hyderabad,19,57283,Mobile,2024-02-14
220,Pooja2177,Mumbai,20,17486,Laptop,2023-10-04
221,Riya2012,Kolkata,47,72667,Headphones,2024-05-01
222,Pooja1145,Hyderabad,58,32527,Watch,2024-04-24
223,Riya51,Chennai,50,65006,Mobile,2023-02-13
224,Sumit3880,Delhi,34,67509,Watch,2023-05-29
225,Arjun724,Pune,59,84155,Headphones,2024-02-02
226,Rahul1636,Hyderabad,60,43212,Headphones,2023-01-24
227,Anjali364,Chennai,57,78590,Shoes,2023-12-26
228,Vikram11,Chennai,18,78456,Tablet,2023-04-24
229,Karan3297,Mumbai,57,5987,Shoes,2023-01-24
230,Sumit994,Delhi,56,54630,Watch,2024-05-06
231,Arjun1354,Pune,42,62629,Laptop,2023-01-09
232,Karan4467,Bangalore,39,10684,Headphones,2023-05-19
233,Riya405,Chennai,33,83664,Watch,2024-06-24
234,Pooja2695,Bangalore,23,77689,Shoes,2024-10-22
235,Karan3931,Mumbai,38,65467,Mobile,2023-08-22
236,Rahul1507,Chennai,34,98621,Tablet,2024-06-25
237,Sumit1069,Mumbai,33,21319,Mobile,2024-11-01
238,Karan4900,Hyderabad,43,64432,Headphones,2024-05-16
239,Neha4812,Chennai,20,52551,Tablet,2024-01-29
240,Arjun2355,Chennai,30,34692,Shoes,2023-10-02
241,Neha3902,Bangalore,29,80443,Watch,2024-02-17
242,Rahul978,Delhi,40,20165,Watch,2023-05-20
243,Arjun3307,Bangalore,57,10701,Tablet,2023-06-19
244,Amit2031,Kolkata,26,40167,Mobile,2023-12-06
245,Sumit3677,Bangalore,53,54564,Tablet,2023-03-12
246,Anjali1843,Hyderabad,25,93031,Headphones,2024-08-13
247,Riya3864,Delhi,35,97082,Headphones,2024-10-21
248,Karan4950,Chennai,19,31056,Watch,2023-01-07
249,Karan1416,Hyderabad,46,71346,Watch,2023-12-25
250,Vikram2686,Delhi,32,57700,Watch,2024-02-12
251,Neha3821,Hyderabad,30,88552,Watch,2023-08-28
252,Anjali1982,Kolkata,20,38988,Shoes,2024-06-18
253,Arjun4386,Hyderabad,45,57222,Laptop,2023-08-30
254,Sumit3723,Bangalore,44,17257,Mobile,2023-09-29
255,Vikram652,Chennai,23,39359,TV,2023-04-17
256,Rahul2025,Mumbai,37,77797,Laptop,2024-01-26
257,Amit4073,Chennai,24,85796,Tablet,2023-11-01
258,Arjun4351,Hyderabad,57,89677,Laptop,2024-08-01
259,Riya2595,Hyderabad,25,90729,TV,2024-07-14
260,Sumit550,Pune,46,80981,Shoes,2024-01-27
261,Rahul1072,Kolkata,49,39018,Headphones,2024-04-23
262,Sumit1650,Mumbai,30,55871,Shoes,2024-01-27
263,Pooja4312,Chennai,44,45899,TV,2024-11-02
264,Sumit2525,Mumbai,36,90088,Laptop,2023-04-25
265,Rahul730,Delhi,23,68864,Mobile,2024-02-27
266,Anjali3980,Kolkata,30,68607,Tablet,2023-02-19
267,Vikram4488,Hyderabad,24,27377,Headphones,2024-10-16
268,Sumit1675,Pune,45,99614,Shoes,2024-10-04
269,Vikram4740,Mumbai,19,75595,TV,2024-11-24
270,Neha46,Chennai,32,32172,Watch,2024-03-20
271,Rahul1868,Hyderabad,19,17294,Mobile,2024-01-07
272,Vikram2887,Hyderabad,28,9003,Mobile,2023-04-23
273,Sumit1419,Pune,55,8384,Laptop,2024-08-06
274,Arjun2088,Delhi,21,73054,Tablet,2024-07-21
275,Riya3225,Mumbai,60,16699,Laptop,2023-09-11
276,Anjali3650,Pune,31,62672,Mobile,2023-04-05
277,Vikram73,Mumbai,43,58324,TV,2024-07-10
278,Anjali4783,Pune,54,41215,Tablet,2024-07-13
279,Sumit3473,Pune,41,65437,TV,2024-02-03
280,Sumit2603,Mumbai,60,12882,Mobile,2023-07-23
281,Pooja4722,Chennai,25,4322,Laptop,2024-08-05
282,Amit1867,Pune,32,72979,Tablet,2023-10-14
283,Amit3082,Hyderabad,53,48420,Mobile,2024-11-20
284,Neha464,Pune,58,5546,Tablet,2024-03-03
285,Vikram2635,Chennai,57,84301,Shoes,2023-07-13
286,Sumit3775,Chennai,46,96693,TV,2023-04-02
287,Vikram705,Chennai,42,79732,Laptop,2024-11-02
288,Amit1248,Bangalore,28,57830,Shoes,2023-04-09
289,Pooja1048,Hyderabad,45,75307,Tablet,2023-09-14
290,Amit786,Chennai,44,46016,Laptop,2023-07-26
291,Neha4941,Delhi,48,63844,Tablet,2024-07-12
292,Karan4594,Delhi,55,13295,TV,2024-08-23
293,Vikram1315,Pune,23,40572,Laptop,2023-07-12
294,Rahul2922,Bangalore,28,94814,Mobile,2023-02-02
295,Neha1825,Pune,21,88230,Shoes,2024-06-06
296,Neha3135,Chennai,40,16771,Mobile,2024-06-30
297,Riya3273,Hyderabad,44,30949,Tablet,2024-05-02
298,Sumit610,Kolkata,46,84746,Watch,2023-01-31
299,Riya2653,Pune,48,71078,Laptop,2023-04-11
300,Riya1821,Kolkata,29,16422,Shoes,2023-08-18
301,Neha962,Mumbai,31,40237,Shoes,2024-11-23
302,Vikram814,Chennai,36,9338,Tablet,2023-03-04
303,Amit3826,Hyderabad,54,63144,Watch,2023-09-01
304,Vikram3303,Kolkata,47,94606,Watch,2024-01-29
305,Pooja1407,Kolkata,25,16853,Headphones,2023-05-02
306,Sumit1060,Hyderabad,60,79331,Shoes,2023-08-24
307,Arjun3905,Pune,20,78463,Shoes,2024-01-26
308,Anjali1476,Hyderabad,52,36297,Mobile,2023-07-31
309,Vikram4484,Mumbai,28,59910,Watch,2024-04-02
310,Karan3652,Pune,32,80812,Tablet,2024-01-30
311,Arjun3145,Kolkata,30,56379,Laptop,2023-06-25
312,Anjali1761,Chennai,56,54537,Tablet,2023-09-22
313,Arjun2811,Hyderabad,48,23479,Laptop,2023-12-25
314,Rahul703,Bangalore,45,72849,Mobile,2023-10-30
315,Sumit3552,Kolkata,30,52735,Watch,2024-05-17
316,Karan2854,Mumbai,34,79813,Mobile,2023-05-22
317,Karan840,Hyderabad,56,47043,Tablet,2024-03-07
318,Anjali2041,Hyderabad,58,86861,Laptop,2023-08-20
319,Pooja2697,Chennai,56,32602,Shoes,2024-09-24
320,Riya2046,Hyderabad,40,27255,Watch,2023-10-12
321,Rahul804,Mumbai,60,73237,Shoes,2023-02-09
322,Neha4646,Mumbai,21,13029,Mobile,2024-09-10
323,Riya1555,Hyderabad,51,82405,TV,2024-09-17
324,Karan353,Mumbai,46,12505,Tablet,2023-08-28
325,Anjali4889,Kolkata,24,52355,Shoes,2023-06-29
326,Sumit113,Kolkata,58,28635,Laptop,2024-07-16
327,Rahul2565,Mumbai,22,58738,Shoes,2023-02-10
328,Arjun1498,Delhi,48,80343,Mobile,2023-07-17
329,Vikram4754,Bangalore,44,11884,Watch,2023-12-29
330,Karan287,Bangalore,24,96955,Tablet,2023-07-15
331,Riya4002,Mumbai,54,94524,Mobile,2023-01-09
332,Vikram4588,Hyderabad,54,29477,Mobile,2023-06-30
333,Neha4332,Mumbai,26,76046,Laptop,2024-01-07
334,Vikram3212,Pune,24,8250,Laptop,2024-04-07
335,Karan4394,Hyderabad,40,19963,Watch,2024-10-14
336,Riya2863,Hyderabad,22,51664,Laptop,2024-03-05
337,Amit3054,Hyderabad,32,59723,Tablet,2023-04-21
338,Neha2929,Chennai,33,84961,Watch,2024-09-23
339,Anjali1333,Chennai,32,65210,Laptop,2024-03-01
340,Anjali3593,Kolkata,35,81225,Tablet,2024-01-11
341,Rahul3863,Hyderabad,38,87726,Tablet,2024-10-10
342,Arjun290,Hyderabad,27,30547,Watch,2024-02-09
343,Anjali415,Bangalore,29,80719,TV,2023-08-18
344,Riya3049,Pune,38,84047,Laptop,2023-08-27
345,Rahul62,Mumbai,49,35557,Mobile,2023-11-23
346,Riya959,Chennai,45,80269,TV,2024-03-24
347,Sumit180,Bangalore,50,18633,TV,2023-08-20
348,Neha265,Bangalore,45,53430,TV,2023-09-09
349,Rahul3691,Chennai,47,74592,Tablet,2023-01-24
350,Anjali575,Delhi,21,64323,Mobile,2024-01-12
351,Vikram1057,Chennai,18,78795,TV,2024-09-23
352,Arjun4481,Delhi,49,12641,Shoes,2024-01-21
353,Anjali3640,Pune,60,65626,Laptop,2023-02-05
354,Arjun4051,Hyderabad,33,66528,Tablet,2023-11-30
355,Anjali1769,Chennai,51,77972,Laptop,2024-03-27
356,Vikram185,Chennai,25,24623,Headphones,2023-05-10
357,Arjun3569,Chennai,53,28625,Mobile,2023-04-19
358,Vikram1005,Pune,22,70701,Shoes,2024-09-06
359,Sumit4510,Kolkata,27,55829,Tablet,2023-12-18
360,Anjali3883,Delhi,20,68549,Laptop,2023-01-19
361,Neha2020,Chennai,24,70665,Tablet,2024-07-02
362,Anjali1838,Delhi,51,36898,Tablet,2023-09-18
363,Rahul4308,Delhi,26,90069,Watch,2023-08-26
364,Pooja1693,Delhi,46,66572,Watch,2023-09-28
365,Rahul2293,Delhi,23,12555,Mobile,2023-01-30
366,Sumit2449,Delhi,30,64072,TV,2024-10-15
367,Neha4266,Hyderabad,55,34875,TV,2023-01-10
368,Anjali4489,Hyderabad,28,70288,TV,2023-03-31
369,Rahul3408,Pune,48,55868,Laptop,2023-04-24
370,Karan291,Bangalore,22,17555,TV,2024-02-23
371,Sumit2049,Hyderabad,27,58401,Mobile,2023-01-13
372,Pooja1121,Bangalore,57,9968,Laptop,2024-01-11
373,Arjun2438,Delhi,18,21339,Tablet,2023-05-07
374,Neha1916,Mumbai,58,87461,Laptop,2024-01-27
375,Sumit247,Hyderabad,30,68527,Mobile,2023-11-08
376,Riya1364,Bangalore,40,61005,Watch,2023-03-26
377,Amit1698,Kolkata,20,44419,TV,2024-12-01
378,Anjali2891,Hyderabad,23,94625,Watch,2023-10-30
379,Karan4936,Delhi,29,64277,Shoes,2024-06-27
380,Neha839,Hyderabad,36,44070,TV,2024-01-13
381,Sumit4480,Mumbai,42,25517,Headphones,2024-02-14
382,Neha328,Pune,56,9348,Watch,2024-02-06
383,Anjali4885,Hyderabad,35,12683,Watch,2023-12-16
384,Sumit4431,Delhi,50,77640,Watch,2023-07-19
385,Arjun4693,Pune,26,57230,TV,2024-04-30
386,Vikram3564,Mumbai,19,25793,Headphones,2023-04-13
387,Pooja2390,Kolkata,22,24453,TV,2024-02-27
388,Sumit3618,Mumbai,36,39333,Watch,2023-09-27
389,Karan4323,Pune,40,5251,Shoes,2023-08-16
390,Karan4666,Pune,50,90530,Headphones,2023-07-30
391,Riya127,Bangalore,54,87692,Watch,2024-02-17
392,Rahul3884,Bangalore,44,75068,Tablet,2024-05-26
393,Riya3948,Bangalore,58,23059,Laptop,2024-10-11
394,Neha3626,Mumbai,58,84204,Watch,2024-11-23
395,Riya2705,Pune,59,31266,TV,2024-02-26
396,Riya866,Mumbai,20,63681,Headphones,2023-12-19
397,Neha3588,Delhi,22,48734,Headphones,2023-06-19
398,Karan3289,Hyderabad,43,45369,Watch,2023-11-09
399,Riya580,Bangalore,18,77928,Laptop,2024-09-09
400,Anjali4271,Bangalore,37,36519,Laptop,2024-02-16
401,Anjali1389,Kolkata,57,71529,Headphones,2024-10-16
402,Rahul3400,Chennai,23,21024,TV,2024-10-12
403,Karan3799,Chennai,26,68745,TV,2023-03-15
404,Anjali1782,Hyderabad,29,90888,Mobile,2024-04-25
405,Rahul126,Delhi,32,4408,TV,2023-09-25
406,Riya2610,Pune,35,25687,Mobile,2024-02-07
407,Vikram1886,Delhi,41,85347,Shoes,2023-09-24
408,Sumit2779,Pune,22,90162,Shoes,2023-07-10
409,Arjun4295,Chennai,42,8547,Headphones,2023-03-29
410,Vikram4495,Hyderabad,47,30856,Shoes,2024-05-14
411,Pooja2697,Hyderabad,55,4791,Watch,2024-10-07
412,Sumit1911,Delhi,59,99574,Laptop,2024-08-13
413,Sumit2844,Bangalore,44,37671,Tablet,2024-09-04
414,Karan1353,Pune,49,52781,Shoes,2023-08-14
415,Rahul2528,Pune,43,41441,TV,2023-03-14
416,Amit3603,Mumbai,27,66394,Tablet,2024-02-04
417,Amit2857,Hyderabad,29,58693,TV,2023-11-28
418,Arjun4526,Bangalore,27,3423,Tablet,2023-05-14
419,Neha4943,Delhi,37,50339,Mobile,2024-09-07
420,Anjali3384,Bangalore,50,35194,Tablet,2023-01-09
421,Pooja1456,Delhi,36,46312,Mobile,2024-11-08
422,Vikram1423,Mumbai,57,48771,TV,2024-06-05
423,Anjali2346,Chennai,32,57676,TV,2024-10-21
424,Riya3774,Pune,34,41974,Shoes,2023-12-05
425,Neha2743,Delhi,50,71042,Mobile,2024-01-24
426,Pooja2559,Kolkata,57,88020,Laptop,2023-01-22
427,Arjun1179,Bangalore,23,41888,Mobile,2024-10-11
428,Anjali326,Kolkata,44,37132,TV,2024-04-06
429,Riya3386,Bangalore,45,36416,Laptop,2023-08-06
430,Vikram4677,Pune,47,35394,Headphones,2023-01-04
431,Arjun2851,Hyderabad,42,94292,TV,2024-09-30
432,Vikram696,Hyderabad,49,1720,Shoes,2024-05-27
433,Riya1785,Chennai,54,68239,Laptop,2023-02-13
434,Arjun3202,Hyderabad,25,96343,Tablet,2024-05-18
435,Sumit3924,Hyderabad,52,85563,Laptop,2023-10-31
436,Neha4233,Pune,26,82023,Mobile,2024-05-15
437,Anjali3319,Pune,37,80529,Mobile,2024-05-27
438,Arjun1398,Delhi,44,85731,Laptop,2024-11-15
439,Vikram765,Chennai,46,91605,Headphones,2024-10-26
440,Rahul1575,Chennai,38,81359,Laptop,2023-09-02
441,Amit4848,Chennai,37,61302,TV,2023-12-13
442,Neha4698,Pune,26,71117,Headphones,2023-11-11
443,Neha1860,Pune,45,83422,Laptop,2023-03-25
444,Pooja63,Kolkata,42,60321,TV,2023-02-12
445,Pooja1759,Kolkata,18,45086,Watch,2024-05-03
446,Anjali3582,Mumbai,59,40384,TV,2024-10-10
447,Neha492,Chennai,18,73431,Tablet,2024-03-16
448,Pooja893,Kolkata,35,45392,Watch,2023-09-29
449,Anjali4499,Bangalore,18,42474,Laptop,2024-03-11
450,Vikram1307,Mumbai,53,19726,TV,2024-07-09
451,Neha2014,Delhi,49,81820,Headphones,2024-02-06
452,Vikram796,Delhi,34,50682,Tablet,2024-04-06
453,Riya2780,Kolkata,57,48941,Watch,2024-11-21
454,Sumit414,Bangalore,29,11657,Mobile,2023-04-30
455,Rahul3230,Bangalore,35,86149,Mobile,2024-06-25
456,Pooja3405,Hyderabad,56,27897,Laptop,2023-04-11
